from,to
4763,4960
2664,4623
0,538
1142,3087
5629,1444
5629,3411
5629,3201
5629,4359
5629,1598
5629,5767
5629,1014
5629,5550
584,5962
2606,4469
2606,1720
1058,3649
1058,3923
1058,833
5740,2458
5740,4836
5740,859
5740,1777
5740,3504
5740,2580
5740,4945
5740,5235
5740,4995
5102,4390
3450,4645
3450,1893
3450,861
3450,3822
3450,1186
4878,1354
4878,631
5244,5345
5244,5199
4842,6080
4842,4242
4842,686
4842,3329
4842,3092
4842,633
4842,4846
4842,1762
4842,5917
4842,2499
4842,1285
4842,2658
1676,2871
1676,3207
1676,4940
1676,2029
1676,3488
1676,2235
1676,933
1676,416
1676,6219
1676,5091
1676,2793
1676,6040
1676,5170
1676,2194
1676,1096
1676,6211
1676,378
1676,24
1676,5988
1676,2991
1676,19
1676,5329
1676,5027
1676,5299
1676,6108
1676,1548
1676,645
1676,1218
3158,3867
3158,2010
3158,3310
3158,5664
3158,2825
3158,4868
3158,1615
3158,3107
3158,3474
3158,1584
3158,5276
3158,2604
3158,3281
3158,2247
3158,3760
3158,130
3158,1445
3158,1914
3158,1611
3158,6025
3158,2928
3158,1280
3158,3961
3158,2253
3158,543
3158,3669
3158,5953
3158,1978
3158,2960
3158,6252
3158,853
3158,3026
3158,6114
4296,3291
4296,4044
4296,2168
5923,5131
5923,3807
5923,880
4967,5223
2397,3270
2397,4971
4539,4243
4539,432
4539,75
4539,5964
4539,1683
4539,4825
3096,1801
3096,543
3096,4112
3096,1420
2587,366
2587,5220
2587,3429
2587,1965
2587,1941
2587,3868
2587,4907
2587,1545
2587,5072
2587,1716
2587,4488
2587,5646
2587,5018
2587,3555
2587,553
2587,3015
2587,3844
2587,2820
2587,735
2587,4028
2587,887
2587,6078
2587,2733
2587,2010
2587,2810
2587,1067
2587,2905
2587,377
2587,3801
2587,2167
2587,3389
2587,5588
2587,5748
2587,3217
2587,4329
2587,3911
2587,3202
2587,4613
2587,3310
2587,1671
2587,1087
2587,648
2587,528
2587,2125
2587,3229
2587,4868
2587,4296
2587,294
2587,5037
2587,5115
2587,5711
2587,1469
2587,2336
2587,3953
2587,4774
2587,1615
2587,221
2587,4446
2587,5267
2587,6158
2587,2196
2587,1936
2587,2934
2587,354
2587,1715
2587,339
2587,2969
2587,802
2587,4223
2587,5956
2587,4132
2587,1584
2587,4801
2587,3120
2587,1035
2587,3571
2587,182
2587,6223
2587,3995
2587,3441
2587,3738
2587,3323
2587,2007
2587,895
2587,2452
2587,3692
2587,1783
2587,3912
2587,2652
2587,777
2587,2883
2587,1852
2587,5782
2587,1773
2587,142
2587,2301
2587,5022
2587,5694
2587,2925
2587,2604
2587,1601
2587,10
2587,1037
2587,4852
2587,4379
2587,651
2587,5936
2587,691
2587,2777
2587,1483
2587,1224
2587,5970
2587,3969
2587,4220
2587,6279
2587,4153
2587,5328
2587,6236
2587,6195
2587,5288
2587,1412
2587,5806
2587,1335
2587,2171
2587,2957
2587,1220
2587,4103
2587,93
2587,3826
2587,3908
2587,3082
2587,302
2587,5544
2587,6190
2587,130
2587,4371
2587,5963
2587,2093
2587,4828
2587,1630
2587,3880
2587,426
2587,2494
2587,436
2587,1637
2587,5862
2587,1076
2587,797
2587,967
2587,5926
2587,2073
2587,4145
2587,1036
2587,6132
2587,3390
2587,312
2587,4627
2587,5100
2587,4285
2587,5709
2587,6025
2587,6251
2587,1505
2587,3709
2587,3803
2587,1809
2587,218
2587,4226
2587,2668
2587,5331
2587,2249
2587,1308
2587,1934
2587,1038
2587,3256
2587,814
2587,2928
2587,726
2587,1888
2587,2268
2587,2030
2587,5507
2587,3635
2587,6148
2587,3998
2587,2641
2587,2420
2587,3249
2587,5125
2587,1365
2587,1382
2587,5753
2587,5743
2587,1803
2587,2228
2587,5613
2587,5453
2587,4441
2587,259
2587,1869
2587,5818
2587,567
2587,6081
2587,2502
2587,2418
2587,3585
2587,5724
2587,5126
2587,391
2587,1288
2587,2290
2587,6107
2587,4534
2587,4505
2587,5998
2587,347
2587,3449
2587,1381
2587,5206
2587,61
2587,5434
2587,969
2587,2582
2587,4425
2587,5609
2587,449
2587,2729
2587,1878
2587,2648
2587,2968
2587,4626
2587,2741
2587,4181
2587,6058
2587,1340
2587,4109
2587,2435
2587,732
2587,2229
2587,4418
2587,524
2587,4543
2587,5856
2587,368
2587,2845
2587,5460
2587,4001
2587,4364
2587,2564
2587,739
2587,4415
2587,5552
2587,5519
2587,4756
2587,5407
2587,2759
2587,3615
2587,2767
2587,1364
2587,1069
2587,4159
2587,2377
2587,5799
2587,3480
2587,1417
2587,3639
2587,2364
2587,5913
2587,5953
2587,7
2587,49
2587,4535
2587,5326
2587,4123
2587,5391
2587,2281
2587,3418
2587,1962
2587,177
2587,1555
2587,4935
2587,3432
2587,2351
2587,5189
2587,3525
2587,2778
2587,4228
2587,1667
2587,4690
2587,4561
2587,5839
2587,5202
2587,1204
2587,3636
2587,1055
2587,1319
2587,3679
2587,4889
2587,2868
2587,4898
2587,4200
2587,1527
2587,4652
2587,1160
2587,4328
2587,5239
2587,723
2587,6212
2587,4433
2587,3406
2587,5755
2587,5576
2587,5006
2587,502
2587,1743
2587,5624
2587,4526
2587,5632
2587,4863
2587,1228
2587,3431
2587,1640
2587,4071
2587,5533
2587,478
2587,2995
2587,2256
2587,560
2587,3802
2587,1855
2587,2522
2587,4856
2587,2039
2587,1291
2587,2240
2587,5029
2587,385
2587,3039
2587,2683
2587,1616
2587,5992
2587,4723
2587,5912
2587,4187
2587,2349
2587,5575
2587,99
2587,3070
2587,1953
2587,941
2587,5570
2587,2467
2587,2091
2587,3642
2587,453
2587,2952
2587,1003
2587,5273
2587,267
2587,2169
2587,2
2587,5810
2587,1606
2587,243
2587,276
2587,2315
2587,3380
2587,2069
2587,4919
2587,4143
2587,282
2587,3459
2587,4851
2587,1403
2587,4554
2587,5728
2587,5863
2587,117
2587,3698
2587,3739
2587,3407
2587,666
2587,4692
2587,2098
2587,1451
2587,2550
2587,4054
2587,2886
2587,3134
2587,5603
2587,5668
2587,284
2587,352
2587,2764
2587,1351
2587,6109
2587,3124
2587,2731
11,2802
11,317
11,1044
11,3909
11,3023
11,1377
11,2280
11,1430
189,4321
189,6122
189,1478
189,3384
189,3044
189,4927
189,5745
189,2451
189,5888
1594,6164
1594,4770
1594,1562
5115,1612
5115,3217
5115,583
5115,182
5115,1663
5115,1037
5115,4836
5115,1263
5115,5007
5115,5955
5115,3856
5115,5336
5115,753
5115,3020
5115,4901
5115,3260
3517,4390
3517,1605
3517,4534
3517,2006
3517,4535
3517,2240
6069,1103
6213,4879
5871,5781
5871,5754
2339,335
2339,9
2339,5067
1908,5545
1872,5063
1872,5401
1872,5588
1872,1330
1872,4380
1872,4868
1872,221
1872,4444
1872,3120
1872,1090
1872,4941
1872,4826
1872,618
1872,2425
1872,1729
1872,5257
1872,130
1872,4682
1872,2303
1872,2018
1872,5926
1872,5435
1872,1960
1872,3006
1872,3806
1872,2437
1872,3116
1872,4921
1872,1017
1872,313
1872,281
1872,1573
1872,334
1872,1112
1872,2281
1872,2588
1872,5805
1872,2995
1872,3039
1872,2776
1872,4098
1872,2489
1872,5432
1872,6234
1872,1720
1872,5068
4779,485
4779,4055
4779,5715
4779,4079
4779,4484
4779,3784
4779,1298
4779,932
4779,3301
4779,4677
4779,2173
4779,815
4779,4254
4779,5177
4779,3315
4779,935
4779,3568
4779,1815
4779,3508
4779,3503
4779,1437
4779,2554
4779,3302
4779,5502
4779,5365
4779,3483
5991,6001
5991,5666
5991,130
5991,312
5991,5860
5991,2435
5991,3837
5991,4008
5991,84
5991,4408
5991,5731
5991,5296
5991,2920
5536,187
5536,5963
1011,5028
1011,2264
1011,1907
1011,2279
1011,4428
1011,2930
1011,4495
1011,5672
1011,4462
1011,3073
1011,3544
1011,5530
1011,217
1011,5518
1011,6259
1011,4897
1011,4315
1011,2850
1011,172
1011,6028
1011,5413
3737,722
1873,5814
1873,510
1865,3615
1865,2006
1865,1055
1865,2403
451,1086
5053,1103
5053,1023
5053,3120
5053,3735
5053,1919
5053,5496
5053,5222
5053,1586
5053,6277
5053,803
5053,4356
5053,1958
5492,2418
429,1333
429,6204
429,618
429,1925
429,2377
429,550
429,5343
5267,5469
4895,3018
4895,6143
4895,3682
135,6253
693,946
693,4950
693,5538
693,3798
3332,4831
4192,5072
4192,2820
4192,4022
4192,3622
4192,3165
4192,1151
4192,1021
4192,3137
4192,4220
4192,5405
4192,3643
4192,4645
4192,2972
4192,4605
4192,4014
4192,2701
4192,1473
4192,726
4192,1361
4192,201
4192,5475
4192,2505
4192,1609
4192,3916
4192,5710
4192,543
4192,2827
4192,1525
4192,874
4192,4608
4192,2364
4192,5425
4192,5922
4192,2152
4192,2281
4192,1817
4192,5958
4192,4410
4192,5127
4192,5264
4192,2948
4192,5687
4192,1342
4192,4727
4192,4965
4192,4167
4192,431
4192,4748
4192,2823
316,2477
6267,4580
2477,3747
2477,5520
3476,4841
3476,5022
3476,3743
5258,867
5258,4860
5258,741
5258,6053
5258,1057
5258,4186
5258,640
5258,550
5258,582
1180,772
3379,1347
3379,3052
3379,2141
3379,1310
3379,1220
3379,3166
3379,3103
340,1252
340,5483
340,3738
340,4768
340,5963
340,707
340,3303
340,1609
340,4590
340,775
340,1268
340,5912
340,4449
3264,4364
3264,3974
1225,4969
1225,2773
3353,4470
4982,71
1198,1456
1198,6030
1198,471
1198,3482
6222,2666
1737,2528
1737,1944
1737,2168
1737,486
1737,1667
1737,5795
1737,778
1737,6105
2481,2595
2481,2894
2481,4500
2481,5925
2481,2490
2481,1597
2481,235
2481,5783
2481,4265
2481,2064
2481,3943
2356,5814
2356,417
2356,1333
2356,3540
2356,5595
2356,5929
2356,1103
2356,5938
2356,5884
2356,3853
2356,568
2356,760
2356,6010
2356,3605
2356,5916
2356,2587
2356,4223
2356,4982
2356,4941
2356,2005
2356,2452
2356,142
2356,3137
2356,3281
2356,3826
2356,4605
2356,3855
2356,3567
2356,1089
2356,1036
2356,6048
2356,1519
2356,3221
2356,1248
2356,2380
2356,4955
2356,1373
2356,6208
2356,3866
2356,1833
2356,259
2356,5724
2356,4950
2356,5126
2356,5677
2356,1937
2356,2648
2356,1799
2356,4048
2356,368
2356,2845
2356,5557
2356,5552
2356,2827
2356,1392
2356,566
2356,5799
2356,5548
2356,5967
2356,4905
2356,1268
2356,1656
2356,3176
2356,2320
2356,4134
2356,541
2356,1743
2356,778
2356,5292
2356,3764
2356,2375
2356,2467
2356,3122
2356,2385
2356,951
2356,5003
2356,2874
2356,539
2356,1561
2356,5712
2356,4058
2356,4144
5247,2158
1255,2618
1255,659
1255,3563
1255,5788
1255,3526
1255,4500
1255,1730
1255,5968
1255,1693
1255,4513
1255,152
1255,1041
1255,2481
1255,3711
1255,383
1255,4240
1255,2216
1255,5021
1255,4059
1255,4732
1255,2644
1255,5204
1255,3067
1255,3179
1255,101
1255,5311
1255,6263
1255,6216
1255,4991
1255,5783
1255,5440
1255,6012
1255,5617
1255,4442
1255,2913
1255,6167
1255,2961
1255,1002
6177,4643
6177,417
3548,4592
2445,3731
2445,5965
2445,648
2445,4667
2445,5284
2445,1108
2445,1865
2445,3332
2445,2477
2445,1584
2445,2583
2445,1092
2445,6180
2445,5829
2445,5340
2445,419
2445,5911
2445,5373
2445,3519
2445,3419
2445,1920
2445,5914
2445,396
2445,1583
2445,2272
2445,200
2445,1881
2445,4754
2445,1379
2445,4102
2445,5469
2445,3397
2445,5802
2445,1749
2445,4530
2445,1657
2445,4228
2445,399
2445,4498
2445,1718
2445,4960
2445,5520
2445,5640
2445,3075
2445,262
2445,1326
2445,5981
2445,2331
3027,714
3027,2055
512,5072
512,1092
512,5926
512,1634
512,5932
512,717
512,4935
512,73
512,3351
2836,4296
2836,5259
2836,3346
5159,5115
5159,4182
5159,5191
5159,2137
5159,5301
4035,1375
4035,3880
4035,2062
4035,4266
4035,2240
1136,5885
1136,5592
4581,4004
437,2184
437,2778
437,2320
2950,3091
2179,3844
2179,1618
2179,2888
2179,377
2179,2959
2179,4547
2179,4671
2179,5711
2179,4762
2179,1528
2179,4133
2179,340
2179,4867
2179,578
2179,3912
2179,2405
2179,1222
2179,3369
2179,5911
2179,3275
2179,5590
2179,3157
2179,4369
2179,333
2179,1511
2179,218
2179,5331
2179,3249
2179,557
2179,5804
2179,1609
2179,1721
2179,5354
2179,740
2179,4558
2179,1801
2179,3916
2179,3017
2179,1388
2179,5519
2179,84
2179,6008
2179,4439
2179,1538
2179,4179
2179,2611
2179,6282
2179,4935
2179,3832
2179,4414
2179,6067
2179,4623
2179,5184
2179,2472
2179,5488
2179,3710
2179,1484
2179,3777
2179,4280
2179,834
2179,4885
2179,1191
2179,4696
2179,4831
2179,4937
2179,3848
2179,2874
2179,6210
2179,4748
2179,5004
2179,6249
2179,1301
2179,1810
2179,857
705,1685
418,2981
418,1883
418,1579
418,5328
418,2986
418,312
418,2543
418,1934
418,1462
418,3550
418,2495
418,5763
418,1356
418,4798
418,3338
418,749
418,1138
418,17
418,4637
6032,2451
2652,379
2652,2740
2652,2160
2652,3438
1605,5646
4155,225
4155,619
777,58
3287,4127
3287,3214
3287,4351
3287,3039
2883,3039
646,137
1991,5745
3247,2578
3247,1717
3247,1467
3247,5487
3247,5827
3247,5968
3247,5044
3247,1693
3247,6101
3247,152
